pod_id,pod_type,slot_id,slot_type,item,unusedColumn1,unusedColumn2,unusedColumn3,qty,max_qty,due_date,facing,pick_ind,item_weight,total_item_weight,item_pod_inventory_level,item_warehouse_inventory_level
0,4,0,3,2332,0,0,0,13,13,99999,0,0,0.7075,9.1975,0.4,0.4
0,4,1,3,1103,0,0,0,4,4,99999,0,0,0.354167,1.416668,0.4,0.4
0,4,2,3,2967,0,0,0,26,26,99999,0,0,0.535,13.91,0.4,0.4
0,4,3,3,2963,0,0,0,2,2,99999,0,0,0.582083,1.164166,0.4,0.4
0,4,4,3,2768,0,0,0,48,48,99999,0,0,0.408583,19.611984,0.4,0.4
0,4,5,3,2336,0,0,0,5,5,99999,0,0,0.665,3.325,0.4,0.4
0,4,6,3,2208,0,0,0,84,84,99999,0,0,0.27,22.68,0.4,0.4
0,4,7,3,1755,0,0,0,2,2,99999,0,0,0.2,0.4,0.4,0.4
0,4,8,3,432,0,0,0,2,2,99999,0,0,0.875,1.75,0.4,0.4
0,4,9,3,671,0,0,0,6,6,99999,0,0,2.0,12.0,0.4,0.4
0,4,10,3,316,0,0,0,20,20,99999,0,0,6.195,123.9,0.4,0.4
0,4,11,3,345,0,0,0,16,16,99999,0,0,2.125,34.0,0.4,0.4
0,4,12,3,441,0,0,0,1,1,99999,0,0,0.376167,0.376167,0.4,0.4
0,4,13,3,854,0,0,0,3,3,99999,0,0,0.339583,1.018749,0.4,0.4
0,4,14,3,451,0,0,0,9,9,99999,0,0,0.5725,5.1525,0.4,0.4
0,4,15,3,1211,0,0,0,4,4,99999,0,0,0.955,3.82,0.4,0.4
0,4,16,3,3037,0,0,0,3,3,99999,0,0,0.582083,1.746249,0.4,0.4
0,4,17,3,2670,0,0,0,8,8,99999,0,0,0.535,4.28,0.4,0.4
0,4,18,3,847,0,0,0,30,30,99999,0,0,0.084306,2.52918,0.4,0.4
0,4,19,3,2157,0,0,0,1,1,99999,0,0,0.453333,0.453333,0.4,0.4
0,4,20,3,15,0,0,0,45,45,99999,0,0,2.086667,93.900015,0.4,0.4
0,4,21,3,1315,0,0,0,39,39,99999,0,0,0.178333,6.954987,0.4,0.4
0,4,22,3,1549,0,0,0,60,60,99999,0,0,0.454,27.24,0.4,0.4
0,4,23,3,81,0,0,0,96,96,99999,0,0,1.35,129.6,0.4,0.4
0,4,24,3,1870,0,0,0,2,2,99999,0,0,0.13875,0.2775,0.4,0.4
0,4,25,3,136,0,0,0,54,54,99999,0,0,0.36375,19.6425,0.4,0.4
0,4,26,3,1671,0,0,0,28,28,99999,0,0,0.3725,10.43,0.4,0.4
0,4,27,3,484,0,0,0,2,2,99999,0,0,0.175,0.35,0.4,0.4
0,4,28,3,2533,0,0,0,13,13,99999,0,0,0.930833,12.100829,0.4,0.4
0,4,29,3,1391,0,0,0,5,5,99999,0,0,0.185,0.925,0.4,0.4
0,4,30,3,37,0,0,0,60,60,99999,0,0,2.171667,130.30002,0.4,0.4
0,4,31,3,183,0,0,0,8,8,99999,0,0,2.6025,20.82,0.4,0.4
0,4,32,3,974,0,0,0,6,6,99999,0,0,0.134167,0.805002,0.4,0.4
0,4,33,3,1414,0,0,0,7,7,99999,0,0,0.88,6.16,0.4,0.4
0,4,34,3,862,0,0,0,5,5,99999,0,0,0.305556,1.52778,0.4,0.4
0,4,35,3,689,0,0,0,6,6,99999,0,0,2.123333,12.739998,0.4,0.4
0,4,36,3,1763,0,0,0,4,4,99999,0,0,0.125833,0.503332,0.4,0.4
0,4,37,3,412,0,0,0,5,5,99999,0,0,0.6175,3.0875,0.4,0.4
0,4,38,3,861,0,0,0,4,4,99999,0,0,0.825,3.3,0.4,0.4
0,4,39,3,2847,0,0,0,84,84,99999,0,0,0.535,44.94,0.4,0.4
1,4,0,3,2571,0,0,0,8,8,99999,0,0,1.248333,9.986664,0.4,0.4
1,4,1,3,1482,0,0,0,4,4,99999,0,0,0.3275,1.31,0.4,0.4
1,4,2,3,1390,0,0,0,5,5,99999,0,0,0.184167,0.920835,0.4,0.4
1,4,3,3,822,0,0,0,2,2,99999,0,0,0.555556,1.111112,0.4,0.4
1,4,4,3,826,0,0,0,2,2,99999,0,0,0.595,1.19,0.4,0.4
1,4,5,3,30,0,0,0,336,336,99999,0,0,0.398333,133.839888,0.4,0.4
1,4,6,3,1256,0,0,0,6,6,99999,0,0,0.116833,0.700998,0.4,0.4
1,4,7,3,2806,0,0,0,6,6,99999,0,0,0.408583,2.451498,0.4,0.4
1,4,8,3,2592,0,0,0,6,6,99999,0,0,0.833333,4.999998,0.4,0.4
